157,Here She Comes/Slowdive,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith']"
156,These Foolish Things/Lester Young,"['haimond', 'Jackson_Joe', 'suicidxbladxs']"
155,Too Young To Go Steady/John Coltrane Quartet,"['Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
154,HOLIDAY/Lil Nas X,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'suicidxbladxs']"
153,You Go To My Head - Remastered 1998/Rudy Van Gelder Edition/Bud Powell,"['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'suicidxbladxs']"
151,Engine No. 9/Deftones,"['haimond', 'OsvaldoMusicas']"
150,I Fall in Love Too Easily/Chet Baker,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
149,Rickets/Deftones,"['haimond', 'Jackson_Joe', 'suicidxbladxs']"
148,Please Please Please Let Me Get What I Want - 2011 Remaster/The Smiths,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
148,タッチ/NUMBER GIRL,"['Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
147,Hurt/NewJeans,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
146,The Lamp Is Low/Laurindo Almeida,"['Marcelosgc1', 'OsvaldoMusicas']"
145,Black Hole Sun/Soundgarden,"['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
145,I Know Why (And so Do You)/Red Garland,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
145,Man in the Box/Alice in Chains,"['Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
144,OMG/NewJeans,"['OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
144,Soon/Yuragi,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
144,Younger Than Springtime/Chet Baker,"['PbzSmith', 'suicidxbladxs']"
143,TELL EM/Cochise,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'suicidxbladxs']"
142,Falling in Love/Cigarettes After Sex,"['Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
142,In A Sentimental Mood/Duke Ellington,"['Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
142,鉄風 鋭くなって/NUMBER GIRL,"['haimond', 'suicidxbladxs']"
141,Urantia/Deftones,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
140,Hexagram/Deftones,"['haimond', 'suicidxbladxs']"
139,Blue Velvet/Alberto Baldan Bembo,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
139,Kono Speed No Saki E/MASS OF THE FERMENTING DREGS,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
139,Warm Valley/Johnny Hodges,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'suicidxbladxs']"
138,DRUNKEN HEARTED/NUMBER GIRL,"['haimond', 'suicidxbladxs']"
138,Resonance/Home,"['Jackson_Joe', 'Marcelosgc1', 'PbzSmith']"
135,Genesis/Deftones,"['PbzSmith', 'suicidxbladxs']"
135,Go Round/Cortex,['Marcelosgc1']
134,Four Hours/Duster,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas']"
133,Gold Dust/Duster,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
133,Strange World - 2015 Remaster/Iron Maiden,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
132,All Around The World (La La La)/R3hab,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
132,Bloodhail/Have a Nice Life,"['haimond', 'Jackson_Joe']"
132,Crazy in Love (feat. JAY-Z)/Beyoncé,"['haimond', 'suicidxbladxs']"
132,They Say It's Wonderful/John Coltrane Quartet,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
131,Eyes Without a Face/Billy Idol,"['haimond', 'OsvaldoMusicas', 'PbzSmith']"
131,Feiticeira/Deftones,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
128,Airplanes (feat. Hayley Williams)/B.o.B,"['haimond', 'Jackson_Joe', 'suicidxbladxs']"
128,The Breakup Suite/Duster,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas']"
128,When I Fall in Love/Miles Davis Quintet,"['haimond', 'Marcelosgc1', 'suicidxbladxs']"
127,Anxiety/Andreas Rönnberg,"['Marcelosgc1', 'OsvaldoMusicas']"
