weight,name,listeners
-0.021148514942903006,杏里,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1']"
-0.02106442484726566,King Geedorah,"['Jackson_Joe', 'haimond', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.02084681447523528,Fifty Fifty,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.020819611361378092,Laurindo Almeida,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.02070720246523189,Nas,"['Jackson_Joe', 'haimond', 'OsvaldoMusicas']"
-0.020599618386081847,Death Grips,"['haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.020285394407712515,PinkPantheress,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.020180294073040506,宇宙ネコ子,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.019995274193195387,Bon Jovi,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.019939820227661543,Bruno Mars,"['PbzSmith', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.019630438407705522,Daniel Caesar,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.018869531298074563,Nicki Minaj,"['Jackson_Joe', 'PbzSmith']"
-0.01877004862886783,Childish Gambino,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.018439280449448803,A$AP Rocky,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.0183523951293669,Creepy Nuts,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.01832637498042675,Cazuza,"['PbzSmith', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.01831216866502757,Christopher Larkin,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.01820979831016759,Eve,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.018202008125124472,Baby Keem,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.01801154114853048,Bill Withers,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'Marcelosgc1']"
-0.01774404292694564,Justin Bieber,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.017691909088119954,照井順政,"['Jackson_Joe', 'haimond', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.017630474130468664,Joji,"['PbzSmith', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.017424669600827506,Seatbelts,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.01731192653689987,McKinley Dixon,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
