weight,name,listeners
-252,listen! (sped up)/Hako,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-252,NOIR/Sho,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-252,Novo Aeon/Raul Seixas,"['PbzSmith', 'Marcelosgc1']"
-252,IM NAYEON/NAYEON,"['Jackson_Joe', 'PbzSmith', 'OsvaldoMusicas']"
-252,bury me at makeout creek/Mitski,"['PbzSmith', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-252,Elden Ring (Original Soundtrack)/tai tomisawa,"['Jackson_Joe', 'suicidxbladxs']"
-245,he(r)art/For Tracy Hyde,['Marcelosgc1']
-245,The President Plays With The Oscar Peterson Trio/Lester Young,['suicidxbladxs']
-245,Reading Writing And Arithmetic/The Sundays,"['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
-243,Musikanervosa/Kafka,"['suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-243,Resonance/Home,"['Jackson_Joe', 'PbzSmith']"
-242,Grim Fandango Remastered (Original Soundtrack)/Peter McConnell,"['Jackson_Joe', 'PbzSmith']"
-241,Dipsomania/Psychonaut 4,['suicidxbladxs']
-240,Natiruts Acústico no Rio de Janeiro (Ao Vivo)/Natiruts,"['PbzSmith', 'OsvaldoMusicas']"
-240,3 Stars/Jair Archive,"['Jackson_Joe', 'suicidxbladxs']"
-240,Head Carrier/Pixies,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1']"
-238,You're All I Want/Cigarettes After Sex,['suicidxbladxs']
-237,Outlast (Original Game Soundtrack)/Samuel Laflamme,"['PbzSmith', 'suicidxbladxs']"
-234,Demon Days/Gorillaz,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-234,Salad Days/Mac DeMarco,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-234,Prophecy of Ragnarök/Brothers of Metal,"['suicidxbladxs', 'Marcelosgc1']"
-232,I Love You./The Neighbourhood,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-232,Before The Night/Home,"['Jackson_Joe', 'Marcelosgc1']"
-231,In the Flat Field/Bauhaus,['suicidxbladxs']
-229,Chopin: Nocturnes - Sony Classical Originals/Frédéric Chopin,['suicidxbladxs']
-228,Clandestine/Entombed,"['suicidxbladxs', 'Marcelosgc1']"
-228,The Melodic Blue/Baby Keem,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-227,Duster/Duster,"['Jackson_Joe', 'suicidxbladxs']"
-227,Life In Hell/Lancey Foux,"['Jackson_Joe', 'OsvaldoMusicas']"
-225,Justice/Justin Bieber,"['PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-224,Wintersaga/Wind Rose,"['suicidxbladxs', 'Marcelosgc1']"
-224,2000/Joey Bada$$,"['Jackson_Joe', 'OsvaldoMusicas']"
-220,RIOT!/Paramore,"['haimond', 'suicidxbladxs']"
-220,ana e jorge/Seu Jorge,"['suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-220,Space 1992: Rise of the Chaos Wizards/Gloryhammer,"['suicidxbladxs', 'Marcelosgc1']"
-220,O Passo Do Lui/Os Paralamas Do Sucesso,"['PbzSmith', 'suicidxbladxs']"
-218,Nightlife/Yuragi,"['Marcelosgc1', 'OsvaldoMusicas']"
-218,Morgondagen inställd i brist på intresse/Apati,['suicidxbladxs']
-216,10 pm drive/Kitt Katt,"['Jackson_Joe', 'suicidxbladxs']"
-216,Speak No Evil (The Rudy Van Gelder Edition)/Wayne Shorter,"['PbzSmith', 'suicidxbladxs']"
-216,A Fever You Can't Sweat Out/Panic! at the Disco,"['Jackson_Joe', 'suicidxbladxs']"
-216,iCollection/Tiê,"['PbzSmith', 'Marcelosgc1', 'OsvaldoMusicas']"
-216,Só No Forevis/Raimundos,"['PbzSmith', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-216,"Winelight/Grover Washington, Jr.","['PbzSmith', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-212,Tomb of the Mutilated/Cannibal Corpse,"['suicidxbladxs', 'Marcelosgc1']"
-212,Left Hand Path/Entombed,"['suicidxbladxs', 'Marcelosgc1']"
-210,The Astrud Gilberto Album/Astrud Gilberto,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1']"
-210,200 KM/H In The Wrong Lane (10th Anniversary Edition)/t.A.T.u.,"['Jackson_Joe', 'PbzSmith', 'Marcelosgc1']"
-210,Coltrane [Rudy Van Gelder Remaster]/John Coltrane,['suicidxbladxs']
-210,Ferric Oxide (Demos 1997 - 2001)/Panchiko,"['suicidxbladxs', 'Marcelosgc1']"
-210,Automatic for the People/R.E.M.,"['Jackson_Joe', 'PbzSmith', 'OsvaldoMusicas']"
-208,DECIDE/Djo,"['haimond', 'suicidxbladxs']"
-207,NUM－HEAVYMETALLIC 15th Anniversary Edition/NUMBER GIRL,"['Jackson_Joe', 'Marcelosgc1']"
-205,オーガニック・スタイル 日向敏文 the BEST ～In the Twilight～/Toshifumi Hinata,['suicidxbladxs']
-205,Night Dreamer/Wayne Shorter,['suicidxbladxs']
-204,The Art Of The Ballad/Chet Baker,"['Jackson_Joe', 'suicidxbladxs']"
-203,Sweet Dreams (Are Made of This)/Eurythmics,"['Jackson_Joe', 'PbzSmith', 'Marcelosgc1']"
-200,Ride the Lightning (Deluxe / Remastered)/Metallica,"['Jackson_Joe', 'suicidxbladxs']"
-200,synchroniciteen/相対性理論,['Marcelosgc1']
-200,See You At The Fair/Ben Webster,"['Jackson_Joe', 'suicidxbladxs']"
-200,KICK BACK/Kenshi Yonezu,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-200,Escape (2022 Remaster)/Journey,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'Marcelosgc1']"
-200,otogi/Eve,"['Jackson_Joe', 'suicidxbladxs']"
-198,Royal Flush/Donald Byrd,"['Jackson_Joe', 'suicidxbladxs']"
-198,Deixando o Fogo Queimar/Tauz,"['PbzSmith', 'suicidxbladxs']"
-196,The Great Annihilator (Remastered)/Swans,"['suicidxbladxs', 'Marcelosgc1']"
-196,Mamonas Assassinas/Mamonas Assassinas,"['PbzSmith', 'suicidxbladxs', 'Marcelosgc1']"
-195,Laugh Now Cry Later (feat. Lil Durk)/Drake,"['Jackson_Joe', 'PbzSmith']"
-195,"Preço Curto, Prazo Longo/Charlie Brown Jr.","['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-195,Broadcast/Cutting Crew,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs']"
-194,Only Theatre of Pain/Christian Death,['suicidxbladxs']
-192,Blue Hawaii/Elvis Presley,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-192,Toto IV/Toto,"['Jackson_Joe', 'PbzSmith', 'Marcelosgc1']"
-192,Françoise Hardy (Tous les Garçons et les Filles)/Françoise Hardy,"['Jackson_Joe', 'PbzSmith', 'Marcelosgc1', 'OsvaldoMusicas']"
-192,The Route/Chet Baker,['suicidxbladxs']
-192,Vôo De Coração/Ritchie,"['PbzSmith', 'suicidxbladxs', 'Marcelosgc1']"
-192,'klute' - Original Soundtrack Recording - Remastered/Michael Small,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-191,Jazz Masters/Charlie Parker,['suicidxbladxs']
-190,Sambista Perfeito/Arlindo Cruz,"['Marcelosgc1', 'OsvaldoMusicas']"
-190,Rita Lee 3001/Rita Lee,"['Marcelosgc1', 'OsvaldoMusicas']"
-188,Fruto Proibido/Rita Lee,"['PbzSmith', 'Marcelosgc1']"
-186,EP I./Cigarettes After Sex,['suicidxbladxs']
-185,Motion/Calvin Harris,"['Jackson_Joe', 'PbzSmith']"
-184,Biohazard Sound Chronicle Best Track Box/Capcom Sound Team,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-182,Celeste (Original Soundtrack)/Lena Raine,"['PbzSmith', 'OsvaldoMusicas']"
-182,The Final Cut/Pink Floyd,"['Jackson_Joe', 'suicidxbladxs']"
-182,Enema of the State/blink-182,"['Jackson_Joe', 'suicidxbladxs']"
-181,ep’s 1988-1991 and rare tracks/my bloody valentine,"['suicidxbladxs', 'Marcelosgc1']"
-180,Revoluções Por Minuto/RPM,"['PbzSmith', 'Marcelosgc1']"
-180,Chico 50 Anos - O Cronista/Chico Buarque,"['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
-180,Static/Cults,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-180,Bad 25th Anniversary/Michael Jackson,"['Jackson_Joe', 'PbzSmith']"
-180,American Idiot/Green Day,"['PbzSmith', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-180,Samba Rock Vol.1/Jorge Ben & Toquinho,"['suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-176,с крыш наших домов/Molchat Doma,"['suicidxbladxs', 'Marcelosgc1']"
-176,Roots/Sepultura,"['haimond', 'suicidxbladxs', 'Marcelosgc1']"
-175,A Arte do Barulho/Marcelo D2,"['Jackson_Joe', 'PbzSmith', 'OsvaldoMusicas']"
-175,Hazel/Far Apart,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1']"
-175,Alive/Siinamota,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-175,9AM in Calabasas/Adrian,"['Jackson_Joe', 'suicidxbladxs']"
-173,Long Term Effects of Suffering/$uicideboy$,"['Jackson_Joe', 'OsvaldoMusicas']"
-173,Heaven Sent/tevomxntana,['suicidxbladxs']
-172,Júpiter Maçã & Os Pereiras Azuiz/Jupiter Apple,"['Marcelosgc1', 'OsvaldoMusicas']"
-172,The Origin of the Feces (2007 Reissue)/Type O Negative,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-171,Ceremonia/Blanket,"['haimond', 'OsvaldoMusicas']"
-170,Monster/Tauz,"['PbzSmith', 'suicidxbladxs']"
-170,Endtyme/Cathedral,"['haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-170,Leapin' And Lopin'/Sonny Clark,['suicidxbladxs']
-168,...and Justice for All/Metallica,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1']"
-168,A Beautiful Lie/Thirty Seconds to Mars,"['haimond', 'suicidxbladxs']"
-168,VOL. 1/Novulent,"['haimond', 'suicidxbladxs']"
-168,Gemini Rights/Steve Lacy,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-168,A Voz e o Violão/Djavan,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-168,The Game (2011 Remaster)/Queen,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1']"
-168,Tailor Swif/A$AP Rocky,"['Jackson_Joe', 'OsvaldoMusicas']"
-168,2/Mac DeMarco,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-168,Arquivo II 1991 - 2000/Os Paralamas Do Sucesso,"['PbzSmith', 'suicidxbladxs']"
-168,Excalibur/Grave Digger,"['suicidxbladxs', 'Marcelosgc1']"
-168,De Los Recuerdos Y El Odio/Guerra Fría,"['suicidxbladxs', 'Marcelosgc1']"
-165,Strange Days/The Doors,"['PbzSmith', 'Marcelosgc1']"
-165,I Don't Care/VIOLENT VIRA,"['haimond', 'suicidxbladxs']"
-165,Raymond v Raymond (Expanded Edition)/Usher,"['Jackson_Joe', 'PbzSmith', 'haimond']"
-164,Collide With the Sky/Pierce the Veil,['suicidxbladxs']
-164,Pissy Pamper (They Tryna Be Cray)/sly M,"['Jackson_Joe', 'suicidxbladxs']"
-162,The Final Countdown (Expanded Edition)/Europe,"['PbzSmith', 'suicidxbladxs', 'Marcelosgc1']"
-162,All Eyez on Me/2Pac,"['Jackson_Joe', 'haimond', 'OsvaldoMusicas']"
-161,THE ALBUM/BLACKPINK,"['Jackson_Joe', 'OsvaldoMusicas']"
-160,Neon Genesis Evangelion (Original Series Soundtrack)/Yoko Takahashi,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1']"
-160,SUPER CHAMPON/Otoboke Beaver,"['Marcelosgc1', 'OsvaldoMusicas']"
-160,Selected Scenes From the End of the World/London After Midnight,"['haimond', 'suicidxbladxs']"
-160,Radiola/Skank,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-160,NOT ALL HEROES WEAR CAPES (Deluxe)/Metro Boomin,"['Jackson_Joe', 'PbzSmith']"
-160,Mask/Bauhaus,['suicidxbladxs']
-160,Victor & Leo Ao Vivo Em Uberlândia/Victor & Leo,"['PbzSmith', 'suicidxbladxs']"
-160,From Hell With Love/Beast in Black,"['suicidxbladxs', 'Marcelosgc1']"
-156,The Great Southern Trendkill/Pantera,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-156,Deathcade/Nocturnal Depression,['suicidxbladxs']
-156,Refuge Denied/Sanctuary,"['suicidxbladxs', 'Marcelosgc1']"
-156,Master Control/Liege Lord,"['suicidxbladxs', 'Marcelosgc1']"
-154,加爾基 精液 栗ノ花/椎名林檎,"['Marcelosgc1', 'OsvaldoMusicas']"
-154,Onward To Golgotha/Incantation,"['suicidxbladxs', 'Marcelosgc1']"
-154,Soldiers of the Night/Vicious Rumors,"['suicidxbladxs', 'Marcelosgc1']"
-153,ワンルームサバイバル/Serani Poji,"['haimond', 'suicidxbladxs']"
-153,Bubblegum/Cigarettes After Sex,['suicidxbladxs']
-153,The Amazing Bud Powell: Vol. 1 (The Rudy Van Gelder Edition)/Bud Powell,['suicidxbladxs']
-153,pushing daisies/Julie,"['suicidxbladxs', 'Marcelosgc1']"
-152,Sylphes/Corpus Delicti,['suicidxbladxs']
-151,Talk That Talk/Rihanna,['PbzSmith']
-150,Immunity/Clairo,"['PbzSmith', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-150,Dizzy Up the Girl/The Goo Goo Dolls,"['haimond', 'suicidxbladxs']"
-150,Wild Heart/Current Joys,"['Jackson_Joe', 'suicidxbladxs']"
-150,Puberty 2/Mitski,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-150,Abyss/PASTEL GHOST,"['Jackson_Joe', 'suicidxbladxs']"
-149,OMOIDE IN MY HEAD 2 ~記録シリーズ1~/NUMBER GIRL,['Marcelosgc1']
-147,Uah-Bap-Lu-Bap-Lah-Bein-Bum/Raul Seixas,"['PbzSmith', 'Marcelosgc1']"
-147,"Carlos, Erasmo [Versão Com Bônus (1971)]/Erasmo Carlos","['suicidxbladxs', 'Marcelosgc1']"
-145,500lbs/Lil Tecca,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-144,スリーアウトチェンジ/Supercar,['Marcelosgc1']
-144,Adam's Apple (Rudy Van Gelder Edition)/Wayne Shorter,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-144,How Can You Mend A Broken Heart/Bee Gees,"['Jackson_Joe', 'haimond', 'Marcelosgc1']"
-144,i don't want to miss a thing ep/Aerosmith,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-144,Songs From The Big Chair (Deluxe)/Tears for Fears,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1']"
-144,Dire Straits/Dire Straits,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs']"
-144,Kings of Metal/Manowar,"['suicidxbladxs', 'Marcelosgc1']"
-144,Thriller 25 Super Deluxe Edition/Michael Jackson,"['Jackson_Joe', 'PbzSmith', 'Marcelosgc1']"
-144,Dirty Deeds Done Dirt Cheap/AC/DC,"['Jackson_Joe', 'haimond', 'Marcelosgc1', 'OsvaldoMusicas']"
-143,Loud/Rihanna,['PbzSmith']
-142,Simplesmente Dorgival Dantas (Ao Vivo)/Dorgival Dantas,['suicidxbladxs']
-142,John Coltrane and Johnny Hartman/John Coltrane,"['PbzSmith', 'suicidxbladxs']"
-141,Işığın Ardında/Cursed in Eternity,['suicidxbladxs']
-140,TELL EM/Cochise,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs']"
-139,NUM HEAVYMETALLIC/NUMBER GIRL,"['haimond', 'Marcelosgc1']"
-139,Used To Be Duke/Johnny Hodges,['suicidxbladxs']
-138,#doyalike/Sxllie,['suicidxbladxs']
-138,Estreito/Rodox,"['haimond', 'suicidxbladxs']"
-138,Weathered/Creed,"['haimond', 'suicidxbladxs']"
-138,Black Sabbath/Black Sabbath,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'Marcelosgc1']"
-136,Taking My Time To Be/Strawberry Guy,"['suicidxbladxs', 'OsvaldoMusicas']"
-136,CRAZY/LE SSERAFIM,"['Jackson_Joe', 'OsvaldoMusicas']"
-136,Life of a DON/Don Toliver,"['Jackson_Joe', 'suicidxbladxs']"
-136,Coisa De Acender/Djavan,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-134,Good Girl Gone Bad: Reloaded/Rihanna,"['PbzSmith', 'OsvaldoMusicas']"
-133,Mrs Magic/Strawberry Guy,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-132,Led Zeppelin II (1994 Remaster)/Led Zeppelin,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-132,Psycho Magnet/London After Midnight,['suicidxbladxs']
-132,Bakemonogatari Gekihanongakushu (Original Soundtrack)/物語シリーズ,"['Jackson_Joe', 'suicidxbladxs']"
-132,Lovers From The Past/Mareux,"['suicidxbladxs', 'Marcelosgc1']"
-132,All Around The World (La La La)/R3hab,"['PbzSmith', 'suicidxbladxs']"
-130,Dangerously in Love/Beyoncé,"['PbzSmith', 'Marcelosgc1']"
-130,Sonic Nurse/Sonic Youth,"['Jackson_Joe', 'PbzSmith', 'Marcelosgc1']"
-130,Dekadens/Lifelover,['suicidxbladxs']
-130,Crimson Thunder/HammerFall,"['suicidxbladxs', 'Marcelosgc1']"
-130,Anima Mundi/Dionysus,"['suicidxbladxs', 'Marcelosgc1']"
-130,Port Royal/Running Wild,"['suicidxbladxs', 'Marcelosgc1']"
-129,Discovery/Daft Punk,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-128,Beatopia/beabadoobee,"['haimond', 'suicidxbladxs']"
-128,Severed Survival/Autopsy,"['suicidxbladxs', 'Marcelosgc1']"
-127,Vida Que Segue/Não Ao Futebol Moderno,['Marcelosgc1']
-127,Junior/Junior Mance,"['PbzSmith', 'suicidxbladxs']"
-126,Cuban Soul: 18 Kilates/Cassiano,"['suicidxbladxs', 'Marcelosgc1']"
-126,Transcendence/Crimson Glory,"['suicidxbladxs', 'Marcelosgc1']"
-125,Vampiro/Matuê,"['haimond', 'OsvaldoMusicas']"
-124,THE FAMILY/BROCKHAMPTON,['OsvaldoMusicas']
-123,HELP EVER HURT NEVER/Fujii Kaze,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-121,Gorillaz/Gorillaz,"['suicidxbladxs', 'OsvaldoMusicas']"
-121,Human Clay/Creed,"['haimond', 'suicidxbladxs']"
-121,To the End/Orden Ogan,"['suicidxbladxs', 'Marcelosgc1']"
-120,Planet Pit (Deluxe Version)/Pitbull,"['PbzSmith', 'haimond']"
-120,Delaware/Drop Nineteens,['Marcelosgc1']
-120,Live In England/The Smiths,"['haimond', 'suicidxbladxs', 'Marcelosgc1']"
-120,Fraternidade-Terror/Cidade Dormitório,"['suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-120,#exclusive/9Lives,"['Jackson_Joe', 'suicidxbladxs']"
-120,Dopethrone (Remaster)/Electric Wizard,['suicidxbladxs']
-120,SILENT HILL3 (Original Soundtrack)/Akira Yamaoka,"['Jackson_Joe', 'suicidxbladxs']"
-120,Ultimo Mondo Cannibale/Impetigo,"['suicidxbladxs', 'Marcelosgc1']"
-120,"Kiss Me, Kiss Me, Kiss Me/The Cure","['Jackson_Joe', 'suicidxbladxs']"
-120,No Turning Back/Jack Starr's Burning Starr,"['suicidxbladxs', 'Marcelosgc1']"
-120,Expressions/Mariya Takeuchi,"['suicidxbladxs', 'Marcelosgc1']"
-119,La Grasa de las Capitales: Edición 40º Aniversario/Serú Girán,['Marcelosgc1']
-119,The 20/20 Experience (Deluxe Version)/Justin Timberlake,"['Jackson_Joe', 'suicidxbladxs']"
-119,The Complete RCA Victor Recordings/Paul Desmond,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-119,Batman: The Killing Joke (Music From the DC Universe Original Movie)/Lolita Ritmanis,"['Jackson_Joe', 'PbzSmith']"
-117,Be Here Now/Oasis,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-117,The Girl From Ipanema - The Bossa Nova Years/Stan Getz,"['suicidxbladxs', 'Marcelosgc1']"
-117,Hated By Life Itself/DECALIUS,['suicidxbladxs']
-117,From Under the Cork Tree/Fall Out Boy,"['Jackson_Joe', 'suicidxbladxs']"
-116,Mista Don't Play: Everythangs Workin/Project Pat,"['Jackson_Joe', 'haimond']"
-116,Shittin' Me/A$AP Rocky,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-115,Pulver/Lifelover,['suicidxbladxs']
-115,Team Sleep (U.S. Release)/Team Sleep,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-114,MY WORLD - The 3rd Mini Album/aespa,"['PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-114,Midrift/Midrift,"['haimond', 'suicidxbladxs']"
-114,Soul Mates/jazzinuf,"['Jackson_Joe', 'suicidxbladxs']"
-114,Living Things/Linkin Park,"['PbzSmith', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-114,One More Love/David Guetta,"['Jackson_Joe', 'PbzSmith']"
-112,You Don't Mess Around with Jim/Jim Croce,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs']"
-112,Frontiers (2023 Remaster)/Journey,"['Jackson_Joe', 'suicidxbladxs']"
-112,LSD and the Search For God/LSD and the Search for God,"['Marcelosgc1', 'OsvaldoMusicas']"
-112,Dead Faces/Pholhas,"['Jackson_Joe', 'Marcelosgc1']"
-112,Admirável Chip Novo/Pitty,"['PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-112,Bicho Solto - O XIII/Djavan,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-112,Ringo Deathstarr/Ringo Deathstarr,"['suicidxbladxs', 'Marcelosgc1']"
-111,Reflect/Seventeen Years Old and Berlin Wall,['Marcelosgc1']
-111,The Forever Story (Extended Version)/JID,"['Jackson_Joe', 'OsvaldoMusicas']"
-110,POP/STARS/K/DA,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-110,Les Annees Barclay/Dalida,"['PbzSmith', 'Marcelosgc1']"
-110,Tinderbox/Siouxsie and the Banshees,"['PbzSmith', 'suicidxbladxs']"
-110,Sambas E Mais Sambas/Elza Soares,"['PbzSmith', 'Marcelosgc1']"
-109,Seduction (The Society Collection)/The Danse Society,['suicidxbladxs']
-108,Back to Black (Deluxe Edition)/Amy Winehouse,"['PbzSmith', 'haimond', 'Marcelosgc1']"
-108,Blackout/Britney Spears,"['Jackson_Joe', 'PbzSmith', 'haimond']"
-108,Washing Machine/Sonic Youth,['Marcelosgc1']
-108,"Communication, Cultural, Curiosity Quotient/CQ","['Marcelosgc1', 'OsvaldoMusicas']"
-108,Crush/Bon Jovi,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-108,Baker's Holiday/Chet Baker,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-108,April In Paris: The Genius Of Charlie Parker #2/Charlie Parker,['suicidxbladxs']
-108,Together/Duster,['suicidxbladxs']
-108,If Two Worlds Kiss/Pink Turns Blue,['suicidxbladxs']
-108,Hall of the Mountain King (2011 Edition)/Savatage,"['suicidxbladxs', 'Marcelosgc1']"
-107,Life of a Dark Rose/Lil Skies,['Jackson_Joe']
-106,Careful/Boy Harsher,['suicidxbladxs']
-106,Happiness Stops Here.../Happy Days,['suicidxbladxs']
-105,B4 The Storm/Internet Money,"['Jackson_Joe', 'PbzSmith']"
-105,Trip At Knight (Complete Edition)/Trippie Redd,"['Jackson_Joe', 'suicidxbladxs']"
-105,H2O/Daryl Hall & John Oates,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1']"
-105,Shine/Estelle,"['Jackson_Joe', 'suicidxbladxs']"
-105,Minecraft - Volume Beta/C418,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-105,Too Low For Zero/Elton John,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-104,Lyfë/Yeat,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-104,THE BOOK/YOASOBI,"['Jackson_Joe', 'haimond', 'Marcelosgc1']"
-104,Pássaro De Fogo/Paula Fernandes,"['PbzSmith', 'OsvaldoMusicas']"
-104,Heartbeat City (Expanded Edition)/The Cars,"['Jackson_Joe', 'Marcelosgc1']"
-104,The Elder Scrolls V: Skyrim: Original Game Soundtrack/Jeremy Soule,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs']"
-104,Jazz Moods - Cool/Chet Baker,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-104,The Prophecy/Nosferatu,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-104,September (Instrumental)/Goomp,"['Jackson_Joe', 'suicidxbladxs']"
-103,Slowdive/Slowdive,"['suicidxbladxs', 'Marcelosgc1']"
-102,Scream Bloody Gore/Death,['suicidxbladxs']
-102,Rather Ripped/Sonic Youth,"['PbzSmith', 'haimond', 'Marcelosgc1']"
-101,"Debussy: Piano Works, Vol. 1/Claude Debussy",['suicidxbladxs']
-100,Camisa 10 joga bola até na chuva/Charlie Brown Jr.,"['PbzSmith', 'suicidxbladxs']"
-100,No Piscar dos Olhos/Febre90s,"['haimond', 'suicidxbladxs']"
-100,Quer Voar/Matuê,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-100,...Baby One More Time (Digital Deluxe Version)/Britney Spears,"['Jackson_Joe', 'PbzSmith', 'haimond', 'OsvaldoMusicas']"
-100,A Hard Day's Night (Remastered)/The Beatles,"['PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-100,Tales from the Kingdom of Fife/Gloryhammer,"['suicidxbladxs', 'Marcelosgc1']"
-99,Sucessos Inesquecíveis/Paulo Sérgio,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-99,KOCORONO/bloodthirsty butchers,['Marcelosgc1']
-99,シブヤROCKTRANSFORMED状態/NUMBER GIRL,"['Jackson_Joe', 'haimond', 'Marcelosgc1', 'OsvaldoMusicas']"
-99,Glory to the Brave/HammerFall,"['suicidxbladxs', 'Marcelosgc1']"
-98,Agente Zero/7 Minutoz,['PbzSmith']
-97,Surf Board/Roberto Menescal E Seu Conjunto,['suicidxbladxs']
-96,Little Dark Age/MGMT,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-96,The Wonderful World of Antonio Carlos Jobim/Antônio Carlos Jobim,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1']"
-96,Cure for Pain/Morphine,"['Marcelosgc1', 'OsvaldoMusicas']"
-96,††† (Crosses)/✝✝✝ (Crosses),"['Jackson_Joe', 'suicidxbladxs']"
-96,Childhood Memoires/Cyril Chambers,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-96,Holiday/Green Day,"['PbzSmith', 'OsvaldoMusicas']"
