weight,name,listeners
-0.01727937329650963,"NEW MAGIC WAND/Tyler, the Creator/IGOR","['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.01724697541595377,"Ando Meio Desligado/Os Mutantes/""A Divina Comédia Ou Ando Meio Desligado""","['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.016863696237081484,Cookie/NewJeans/NewJeans 1st EP 'New Jeans',"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.01665075985730022,悲しみがとまらない　I CAN'T STOP THE LONELINESS/Anri/TIMELY!!,"['Jackson_Joe', 'haimond', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.016575907058473206,Fade Into You/Mazzy Star/So Tonight That I Might See,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-0.016465618063120593,Bloodhail/Have a Nice Life/Deathconsciousness,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.016407959352219212,going home/Shiro Sagisu/TV Animation Bleach Original Soundtrack 1,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.016383930794493944,一緒なら/照井順政/「呪術廻戦 懐玉・玉折」オリジナル・サウンドトラック,"['Jackson_Joe', 'haimond', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.01634731573810683,Magnetic/Illit/SUPER REAL ME,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.016231947279426725,Father Stretch My Hands Pt. 1/Kanye West/The Life of Pablo,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.016207720433720905,Tempest/Deftones/Koi No Yokan,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-0.016168902689941294,Lovers Rock/TV Girl/French Exit,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-0.016081327831152986,I Bet on Losing Dogs/Mitski/Puberty 2,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.015633901176207374,Fake Plastic Trees/Radiohead/The Bends,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-0.01557780617147311,FE!N (feat. Playboi Carti)/Travis Scott/UTOPIA,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.01552551095589218,What I've Done/Linkin Park/Minutes to Midnight,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.015427667892300096,Rollin' (Air Raid Vehicle)/Limp Bizkit/Chocolate Starfish and the Hot Dog Flavored Water,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.01539071008983609,My Hero/Foo Fighters/The Colour and the Shape,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-0.015333016514889313,Not Like Us/Kendrick Lamar/Not Like Us,"['Jackson_Joe', 'haimond', 'OsvaldoMusicas']"
-0.015220123371471639,Enter Sandman/Metallica/Metallica,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs', 'Marcelosgc1']"
-0.015169760070303812,Back to School (Mini Maggit)/Deftones/White Pony,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.015143726318765226,Pink Maggit/Deftones/White Pony,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.015140180333194,I Fall in Love Too Easily/Chet Baker/Chet Baker Sings,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.015110996736761065,Lonely Day/System of a Down/Hypnotize,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-0.015069508611266191,Heaven/平田志穂子/ペルソナ4 オリジナル・サウンドトラック,"['Jackson_Joe', 'haimond']"
-0.015067595953444736,I Wonder/Kanye West/Graduation,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.015060433553039335,Amanhecer/BK/ICARUS,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.015046141234811652,Blue Hair/TV Girl/Death of a Party Girl,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.01503069997688989,Um Minuto Para o Fim Do Mundo/CPM 22/Felicidade Instantânea,"['PbzSmith', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.014930639753019882,DRUNKEN HEARTED/NUMBER GIRL/OMOIDE IN MY HEAD 1 ～BEST & B-SIDES～,"['haimond', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.014824088636092738,Smells Like Teen Spirit/Nirvana/Nevermind (Remastered),"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.014722803891304004,Otherside/Red Hot Chili Peppers/Californication (Deluxe Edition),"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.014718747194614412,"Linger/The Cranberries/Everybody Else Is Doing It, So Why Can't We?","['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.014628774552960883,Would? (2022 remaster)/Alice in Chains/Dirt (2022 Remaster),"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
