weight,name,listeners
-51,No Point in Living,['suicidxbladxs']
-50,Gloria Gaynor,"['PbzSmith', 'Marcelosgc1', 'OsvaldoMusicas']"
-50,Berlin,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1']"
-50,Erutan,['PbzSmith']
-50,Doechii,['OsvaldoMusicas']
-50,Pablo,['suicidxbladxs']
-50,Mãos Fúnebres,['suicidxbladxs']
-50,Xavier Davis,"['Jackson_Joe', 'PbzSmith']"
-50,Claudinho & Buchecha,"['PbzSmith', 'OsvaldoMusicas']"
-50,"Lester Young, Oscar Peterson Trio",['suicidxbladxs']
-50,Duke Ellington & John Coltrane,['suicidxbladxs']
-50,"Miles Davis, John Coltrane, Bill Evans",['suicidxbladxs']
-49,美波,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-49,varanda,['OsvaldoMusicas']
-48,Vinícius de Moraes,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1']"
-48,Chris Brown,"['PbzSmith', 'suicidxbladxs']"
-48,Seal,"['Jackson_Joe', 'Marcelosgc1']"
-48,DJ Viber,['suicidxbladxs']
-48,DJ Vuiziki,['suicidxbladxs']
-48,Raney Shockne,['PbzSmith']
-48,Czarface,"['haimond', 'OsvaldoMusicas']"
-48,João Mineiro & Marciano,"['haimond', 'suicidxbladxs']"
-48,Janos Sebestyen,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-48,Joca,['OsvaldoMusicas']
-48,Alexandra Stan,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-48,Stromae,"['PbzSmith', 'suicidxbladxs']"
-48,Gustavo Santaolalla,"['PbzSmith', 'suicidxbladxs']"
-48,Duran Duran,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1']"
-48,Ben Crosland,"['PbzSmith', 'suicidxbladxs']"
-48,Chet Baker & Art Pepper,['suicidxbladxs']
-47,DJ LZIN,['suicidxbladxs']
-47,João Gomes,['suicidxbladxs']
-47,RECDOOM,['suicidxbladxs']
-47,New West,"['PbzSmith', 'suicidxbladxs']"
-47,Sidoka,['suicidxbladxs']
-46,Luci4,['suicidxbladxs']
-46,MF DOOM,"['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
-46,YUNG BAE,['Marcelosgc1']
-46,Mareux,['Marcelosgc1']
-45,Demi Lovato,"['Jackson_Joe', 'PbzSmith']"
-45,Coda,"['Jackson_Joe', 'suicidxbladxs']"
-45,PSYQUI,"['Jackson_Joe', 'suicidxbladxs']"
-45,MC Leozinho,"['PbzSmith', 'haimond', 'OsvaldoMusicas']"
-45,Tsutchie,['Jackson_Joe']
-45,9mm Parabellum Bullet,['Marcelosgc1']
-45,Metric,['Marcelosgc1']
-45,alyans,['Marcelosgc1']
-45,Unikart,['Jackson_Joe']
-45,LVCAS,['OsvaldoMusicas']
-45,FBC,['OsvaldoMusicas']
-45,Andrew Jeremy,['OsvaldoMusicas']
-45,Xutos & Pontapés,"['suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-45,London After Midnight,['suicidxbladxs']
-45,Laura Branigan,"['Jackson_Joe', 'Marcelosgc1']"
-44,DJ Oliver Mendes,['suicidxbladxs']
-44,lieless,['suicidxbladxs']
-44,D$ Luqi,"['suicidxbladxs', 'OsvaldoMusicas']"
-44,YUI,"['haimond', 'suicidxbladxs']"
-44,aiko,"['Marcelosgc1', 'OsvaldoMusicas']"
-44,Your Anxiety Buddy,"['Jackson_Joe', 'suicidxbladxs']"
-44,Spice Girls,"['Jackson_Joe', 'PbzSmith']"
-43,Tayron Kwidan's,['suicidxbladxs']
-43,Vaundy,['Jackson_Joe']
-43,The Vaselines,['Marcelosgc1']
-43,VOLA & THE ORIENTAL MACHINE,['Marcelosgc1']
-43,Altar de Fey,['suicidxbladxs']
-43,Type O Negative,['suicidxbladxs']
-43,The Naked and the Dead,['suicidxbladxs']
-42,Willie Nelson,"['Jackson_Joe', 'PbzSmith']"
-42,Yung Frown,"['Jackson_Joe', 'Marcelosgc1']"
-42,DJ GLK,['suicidxbladxs']
-42,Elvis Presley,['PbzSmith']
-42,Rockwell,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-42,Jihyo,"['suicidxbladxs', 'OsvaldoMusicas']"
-42,Taku Inoue,['Jackson_Joe']
-42,The Black Keys,"['Jackson_Joe', 'PbzSmith']"
-42,Gala,['PbzSmith']
-42,ICE SPICE,"['PbzSmith', 'suicidxbladxs']"
-42,iKON,"['Jackson_Joe', 'suicidxbladxs']"
-42,Drowning Pool,"['haimond', 'suicidxbladxs']"
-42,Ari Abdul,"['Jackson_Joe', 'suicidxbladxs']"
-42,Engenheiros Do Hawaii,"['PbzSmith', 'suicidxbladxs']"
-42,Survive Said The Prophet,['suicidxbladxs']
-42,JAY-Z,"['PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-42,João Gilberto Quintet,"['suicidxbladxs', 'Marcelosgc1']"
-41,Ringo Deathstarr,"['suicidxbladxs', 'Marcelosgc1']"
-41,1NONLY,['suicidxbladxs']
-41,Cuco,"['PbzSmith', 'suicidxbladxs']"
-41,VØj,['Jackson_Joe']
-41,Ralph Castelli,"['Jackson_Joe', 'suicidxbladxs']"
-41,American Football,['Marcelosgc1']
-41,The Verve,['PbzSmith']
-41,Muddasheep,['suicidxbladxs']
-41,LXNGVX,['suicidxbladxs']
-40,The Daughters of Eve,"['PbzSmith', 'Marcelosgc1']"
-40,6YNTHMANE,['suicidxbladxs']
-40,Dusty Springfield,"['PbzSmith', 'suicidxbladxs']"
-40,Kodak Black,['Jackson_Joe']
-40,JID,['OsvaldoMusicas']
-40,Michael Giacchino,"['PbzSmith', 'suicidxbladxs']"
-40,Avicii,['PbzSmith']
-40,Zé Vaqueiro,['suicidxbladxs']
-40,Emiliano Blangero,"['PbzSmith', 'suicidxbladxs']"
-40,IU,"['suicidxbladxs', 'OsvaldoMusicas']"
-40,Angra,"['suicidxbladxs', 'Marcelosgc1']"
-40,Charles Mingus,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-40,Mayhem,['suicidxbladxs']
-40,Dizzy Reece,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-40,Dean Martin,"['PbzSmith', 'suicidxbladxs', 'Marcelosgc1']"
-40,Sub Urban,"['PbzSmith', 'suicidxbladxs']"
-40,Arcane,"['Jackson_Joe', 'haimond']"
-40,Drowning the Light,['suicidxbladxs']
-40,Lancey Foux,['Jackson_Joe']
-40,$werve,['suicidxbladxs']
-40,Aviões do Forró,['suicidxbladxs']
-39,A Flock of Seagulls,"['Jackson_Joe', 'PbzSmith']"
-39,Bones,['suicidxbladxs']
-39,Febem,"['Marcelosgc1', 'OsvaldoMusicas']"
-39,Brandão85,['OsvaldoMusicas']
-39,BADBADNOTGOOD,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-39,Léo Magalhães,['suicidxbladxs']
-39,Russ,['PbzSmith']
-39,Metal Charm,['suicidxbladxs']
-38,Humberto Gessinger,"['PbzSmith', 'suicidxbladxs']"
-38,Lyn,['Jackson_Joe']
-38,Dolly Parton,"['PbzSmith', 'Marcelosgc1']"
-38,Pedro,['Marcelosgc1']
-38,Slint,['Marcelosgc1']
-38,Izar,['Marcelosgc1']
-38,Pablo,"['haimond', 'suicidxbladxs']"
-38,Avril Lavigne,"['Jackson_Joe', 'OsvaldoMusicas']"
-38,Dizzy Gillespie,['suicidxbladxs']
-38,Narrow Head,['suicidxbladxs']
-38,Gilsons,"['PbzSmith', 'suicidxbladxs']"
-38,Striborg,['suicidxbladxs']
-38,Sleepy Tom,['PbzSmith']
-37,Kaito Rapper,['PbzSmith']
-37,DJ MARCÃO 019,['suicidxbladxs']
-37,Poison Girlfriend,"['suicidxbladxs', 'Marcelosgc1']"
-37,Leoni,['PbzSmith']
-37,Paralysed Age,['suicidxbladxs']
-37,Zoot Sims,['suicidxbladxs']
-36,Joy Again,['suicidxbladxs']
-36,The Drums,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1']"
-36,Mark Morrison,['Jackson_Joe']
-36,InterWorld,"['Jackson_Joe', 'suicidxbladxs']"
-36,Jon Batiste,"['Jackson_Joe', 'OsvaldoMusicas']"
-36,leadwave,"['Jackson_Joe', 'suicidxbladxs']"
-36,$pidxrs?808,['suicidxbladxs']
-36,Sxllie,['suicidxbladxs']
-36,Serú Girán,['Marcelosgc1']
-36,Stelvio Cipriani,"['haimond', 'suicidxbladxs']"
-36,XG,['OsvaldoMusicas']
-36,The Black Skirts,['suicidxbladxs']
-36,Carly Rae Jepsen,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs']"
-36,The Ink Spots,"['Jackson_Joe', 'Marcelosgc1']"
-36,Village People,"['Jackson_Joe', 'PbzSmith']"
-36,Ney Matogrosso,"['PbzSmith', 'haimond']"
-36,Vanessa da Mata,"['PbzSmith', 'suicidxbladxs']"
-36,Herbie Harper,"['Jackson_Joe', 'PbzSmith']"
-36,JVKE,"['PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-36,Ricardo Junior,"['PbzSmith', 'haimond']"
-35,IVE,"['suicidxbladxs', 'OsvaldoMusicas']"
-35,Sergei Prokofiev,"['PbzSmith', 'suicidxbladxs']"
-35,125 Rue Montmartre,"['Jackson_Joe', 'Marcelosgc1']"
-35,Sylvie Vartan,"['PbzSmith', 'Marcelosgc1']"
-35,Eazy-E,['Jackson_Joe']
-35,Gabriel Fauré,"['PbzSmith', 'suicidxbladxs']"
-35,NCT 127,['OsvaldoMusicas']
-35,YUNG BUDA,['OsvaldoMusicas']
-35,Chimarruts,['PbzSmith']
-35,CULT OF NIHIL,['suicidxbladxs']
-35,Cursed in Eternity,['suicidxbladxs']
-35,Garotos Podres,['suicidxbladxs']
-35,Stuts,"['Jackson_Joe', 'OsvaldoMusicas']"
-35,Machine Girl,"['suicidxbladxs', 'OsvaldoMusicas']"
-34,Rainych,"['Jackson_Joe', 'suicidxbladxs']"
-34,Wham!,"['Jackson_Joe', 'suicidxbladxs']"
-34,Da ordem aleatória inteligente • Deftones,['suicidxbladxs']
-34,OK Go,"['Jackson_Joe', 'PbzSmith']"
-34,Tihuana,"['haimond', 'OsvaldoMusicas']"
-34,3 Doors Down,['suicidxbladxs']
-34,Gesaffelstein,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
-34,Ls Jack,['PbzSmith']
-34,I Shalt Become,['suicidxbladxs']
-33,ilysam,"['Jackson_Joe', 'haimond']"
-33,Chiclete Com Banana,"['Jackson_Joe', 'PbzSmith']"
-33,Young Nudy,['Jackson_Joe']
-33,Empire of the Sun,['Jackson_Joe']
-33,PXRKX,['Jackson_Joe']
-33,DJ P13,['suicidxbladxs']
-33,The Vogues,['PbzSmith']
-33,Kiss of Life,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-33,３８５,"['Marcelosgc1', 'OsvaldoMusicas']"
-33,竹内まりや,['Marcelosgc1']
-33,D$ Luqi,['OsvaldoMusicas']
-33,Utarm,['suicidxbladxs']
-33,Roberta Campos,['PbzSmith']
-33,None,['suicidxbladxs']
-33,Powfu,['PbzSmith']
-32,scizzie,"['suicidxbladxs', 'OsvaldoMusicas']"
-32,Aphex Twin,"['Jackson_Joe', 'suicidxbladxs']"
-32,KIRAMORI,['suicidxbladxs']
-32,Jota Quest,['PbzSmith']
-32,Bonnie Tyler,"['PbzSmith', 'Marcelosgc1']"
-32,Bell Biv DeVoe,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-32,Enya,['PbzSmith']
-32,Jesper Kyd,['PbzSmith']
-32,Tomoko Aran,['Marcelosgc1']
-32,Nickelback,"['PbzSmith', 'suicidxbladxs']"
-32,"Dream, Ivory","['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-32,Niccolò Paganini,"['PbzSmith', 'suicidxbladxs']"
-32,Massaru,"['haimond', 'suicidxbladxs']"
-32,Baco Exu do Blues,"['haimond', 'suicidxbladxs']"
-32,Lorenzo Fiore,['suicidxbladxs']
-32,Lacrimosa,['suicidxbladxs']
-32,Ice Cube,"['Jackson_Joe', 'suicidxbladxs']"
-32,Jorge & Mateus,"['suicidxbladxs', 'OsvaldoMusicas']"
-32,DJ NK3,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-31,輕描淡寫,"['Jackson_Joe', 'suicidxbladxs']"
-31,Dilsinho,"['PbzSmith', 'suicidxbladxs']"
-31,Gavin Luke,['PbzSmith']
-31,Jason Mraz,['PbzSmith']
-31,Casuarina,"['haimond', 'suicidxbladxs']"
-31,Polvo,['Marcelosgc1']
-31,Baden Powell,['Marcelosgc1']
-31,Oh Shu,['suicidxbladxs']
-31,The Offspring,"['PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-31,Snowy White,['Jackson_Joe']
-31,Suizid,['suicidxbladxs']
-31,SomohicahoZ X7,['Jackson_Joe']
-31,минута агонии,['suicidxbladxs']
-31,LoFi Waiter,['PbzSmith']
-30,Zé da Timba,"['Jackson_Joe', 'suicidxbladxs']"
-30,5 Seconds of Summer,"['PbzSmith', 'suicidxbladxs']"
-30,Chingy,['Jackson_Joe']
-30,OutKast,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-30,skychaser,['suicidxbladxs']
-30,DDG,['Jackson_Joe']
-30,mo beats,"['Jackson_Joe', 'suicidxbladxs']"
-30,INXS,['Jackson_Joe']
-30,M|O|O|N,['Jackson_Joe']
-30,Paul Misraki,"['Jackson_Joe', 'PbzSmith']"
-30,Lolita Ritmanis,"['Jackson_Joe', 'PbzSmith']"
-30,Will Paquin,"['Jackson_Joe', 'haimond']"
-30,Bill Evans Trio,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-30,Leall,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-30,Pale Saints,['Marcelosgc1']
-30,Едешь,['Marcelosgc1']
-30,A Crow is White,['Marcelosgc1']
-30,Puzzle,['Jackson_Joe']
-30,Manu Pilas,['PbzSmith']
-30,Takumi Kaneko,['suicidxbladxs']
-30,Veigh,['OsvaldoMusicas']
-30,улица восток,['Marcelosgc1']
-30,Fabrizio Paterlini,"['PbzSmith', 'suicidxbladxs']"
-30,The Hives,"['Jackson_Joe', 'Marcelosgc1']"
-30,Roddy Ricch,"['PbzSmith', 'haimond']"
-30,Bruno & Marrone,['suicidxbladxs']
-30,Danzig,['suicidxbladxs']
-30,David Bowie,"['PbzSmith', 'OsvaldoMusicas']"
-30,Juggler,['suicidxbladxs']
-30,Deerhunter,['suicidxbladxs']
-30,Cafuné,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-30,Charli xcx,"['Jackson_Joe', 'OsvaldoMusicas']"
-30,The Wanted,['PbzSmith']
-30,Marvin Gaye,"['PbzSmith', 'suicidxbladxs']"
-30,Mr Twin Sister,"['Jackson_Joe', 'suicidxbladxs']"
-29,Pathetic,['suicidxbladxs']
-29,Eiafuawn,['Marcelosgc1']
-29,Ride,['Marcelosgc1']
-29,Seapool,['Marcelosgc1']
-29,Salyu,['Marcelosgc1']
-29,Human Tetris,['Marcelosgc1']
-29,Ringo Deathstarr,['Marcelosgc1']
-29,LHBeats,['Jackson_Joe']
-29,Cities Aviv,['Jackson_Joe']
-29,Valesca Popozuda,['PbzSmith']
-29,Boston,['PbzSmith']
-29,Injury Reserve,['OsvaldoMusicas']
-28,Roomtone,"['Jackson_Joe', 'PbzSmith']"
-28,Television,['Marcelosgc1']
-28,Kanhanga,['PbzSmith']
-28,MXCABRAZIL,['suicidxbladxs']
-28,Luiz7z,['suicidxbladxs']
-28,Viktor Vaughn,"['PbzSmith', 'haimond', 'OsvaldoMusicas']"
-28,The White Buffalo,['PbzSmith']
-28,Kristopher Carter,"['Jackson_Joe', 'PbzSmith']"
-28,Jaden,['Jackson_Joe']
-28,Ricky Montgomery,"['haimond', 'suicidxbladxs']"
-28,eastern youth,['Marcelosgc1']
-28,DDG,['Jackson_Joe']
-28,Felix Mendelssohn,"['PbzSmith', 'suicidxbladxs']"
-28,Nill,['OsvaldoMusicas']
-28,Elijah Fox,"['suicidxbladxs', 'OsvaldoMusicas']"
-28,Lecrae,['Jackson_Joe']
-28,Leonid Utyosov,['suicidxbladxs']
-28,Screams For Tina,['suicidxbladxs']
-28,Children On Stun,['suicidxbladxs']
-28,Dorgival Dantas,['suicidxbladxs']
-28,Zé Keti,"['suicidxbladxs', 'Marcelosgc1']"
-28,Michel Colombier,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-28,Hans Zimmer,"['PbzSmith', 'haimond']"
-27,Tsukasa Saitoh,"['Jackson_Joe', 'suicidxbladxs']"
-27,Deftones • Da ordem aleatória inteligente,['suicidxbladxs']
-27,DJ LA Beat,['suicidxbladxs']
-27,Meiko Fantasy,['Marcelosgc1']
-27,Ryo Fukui,"['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
-27,PLASTIC GIRL IN CLOSET,['Marcelosgc1']
-27,Travie McCoy,['OsvaldoMusicas']
-27,Salvia Palth,"['haimond', 'suicidxbladxs']"
-27,Doechii,['OsvaldoMusicas']
-27,Vangelis,['suicidxbladxs']
-27,pairoT,['OsvaldoMusicas']
-27,Naldo Benny,['PbzSmith']
-27,Force of Nature,['Jackson_Joe']
-27,Konstantin Sokolsky,['suicidxbladxs']
-27,Autumn Tears,['suicidxbladxs']
-27,My Dying Bride,['suicidxbladxs']
-27,Planning for Burial,['suicidxbladxs']
-27,Stone Temple Pilots,['suicidxbladxs']
-27,Gilbert O'Sullivan,['Jackson_Joe']
-27,Ethereal,['Jackson_Joe']
-27,Devourment,['suicidxbladxs']
-27,The Friendly Piano,['PbzSmith']
-27,College,"['Jackson_Joe', 'suicidxbladxs']"
-26,Swirlies,"['suicidxbladxs', 'Marcelosgc1']"
-26,Ne-Yo,"['Jackson_Joe', 'suicidxbladxs']"
-26,Labi Siffre,"['Jackson_Joe', 'suicidxbladxs']"
-26,Henry Freitas,['suicidxbladxs']
-26,Felipe Amorim,['suicidxbladxs']
-26,Tarcísio Do Acordeon,['suicidxbladxs']
-26,Cidade Negra,"['PbzSmith', 'suicidxbladxs']"
-26,BlackMayo,"['Jackson_Joe', 'haimond']"
-26,ゆらゆら帝国,['Marcelosgc1']
-26,Chavo,['Jackson_Joe']
-26,The Alchemist,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-26,Musashi Project,"['Jackson_Joe', 'PbzSmith', 'OsvaldoMusicas']"
-26,Candlemass,['suicidxbladxs']
-26,"Earth, Wind & Fire","['Jackson_Joe', 'Marcelosgc1']"
-26,Gorgasm,"['suicidxbladxs', 'Marcelosgc1']"
-26,Evelyn Stein,['suicidxbladxs']
-26,Toco,"['Jackson_Joe', 'suicidxbladxs']"
-25,Van Morrison,['PbzSmith']
-25,Pat Metheny Group,"['Jackson_Joe', 'suicidxbladxs']"
-25,Kristofer Maddigan,['PbzSmith']
-25,Yuri Bordoni,['Jackson_Joe']
-25,ConsciousThoughts,['Marcelosgc1']
-25,Eduard Artemyev,['Marcelosgc1']
-25,Johann Sebastian Bach,"['PbzSmith', 'suicidxbladxs']"
-25,John Lennon,"['suicidxbladxs', 'Marcelosgc1']"
-25,Skeletal Family,['suicidxbladxs']
-25,Klavdiya Shulzhenko,['suicidxbladxs']
-25,Pedro Infante,['suicidxbladxs']
-25,Electric Wizard,['suicidxbladxs']
-25,This Cold Night,['suicidxbladxs']
-25,Persist,['suicidxbladxs']
-25,A. Blomqvist,"['PbzSmith', 'suicidxbladxs']"
-25,Henrique & Juliano,['suicidxbladxs']
-24,Justice,['Jackson_Joe']
-24,Harry James,"['suicidxbladxs', 'Marcelosgc1']"
-24,Rex Orange County,"['PbzSmith', 'suicidxbladxs']"
-24,Alvedon,"['Jackson_Joe', 'suicidxbladxs']"
-24,いきものがかり,"['PbzSmith', 'haimond', 'suicidxbladxs']"
-24,kanii,['suicidxbladxs']
-24,くるり,['Marcelosgc1']
-24,Flamingosis,['Marcelosgc1']
-24,*NSYNC,"['haimond', 'suicidxbladxs']"
-24,Holy Fuck,['Jackson_Joe']
-24,Chitãozinho & Xororó,"['haimond', 'suicidxbladxs']"
-24,The Righteous Brothers,"['PbzSmith', 'suicidxbladxs']"
-24,Zé Ramalho,"['suicidxbladxs', 'Marcelosgc1']"
-24,Kfir Ochaion,['PbzSmith']
-24,JARDS MACALÉ,"['suicidxbladxs', 'Marcelosgc1']"
-24,Masked Wolf,['PbzSmith']
-24,Detonautas Roque Clube,"['PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-24,alex_g_offline,['suicidxbladxs']
-24,Foreigner,"['suicidxbladxs', 'Marcelosgc1']"
-24,Electric Guest,['Jackson_Joe']
-24,Leviathan,['suicidxbladxs']
-24,Billy Joel,"['Jackson_Joe', 'PbzSmith']"
-24,Branford Marsalis Quartet,"['Jackson_Joe', 'PbzSmith']"
-24,Blur,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-24,Eurythmics,"['PbzSmith', 'Marcelosgc1']"
-23,Zé Neto & Cristiano,['suicidxbladxs']
-23,"The Weeknd, JENNIE, Lily-Rose Depp",['suicidxbladxs']
-23,Bring Me the Horizon,"['PbzSmith', 'suicidxbladxs']"
-23,Mariko Goto,"['Jackson_Joe', 'Marcelosgc1']"
-23,Raffa Moreira,"['Jackson_Joe', 'PbzSmith']"
-23,Nina Simone,['PbzSmith']
-23,Kenny G,['Jackson_Joe']
-23,bloodthirsty butchers,['Marcelosgc1']
-23,Yakushimaru Etsuko,['Marcelosgc1']
-23,VS Self,['Marcelosgc1']
-23,GLARE,"['haimond', 'suicidxbladxs']"
-23,Любэ,['Marcelosgc1']
-23,Janis Joplin,['PbzSmith']
-23,"St. Petersburg Ensemble of Russian Folk Instruments, ""Carousel""",['suicidxbladxs']
-23,Nowlu,"['Jackson_Joe', 'OsvaldoMusicas']"
-23,Vladimir Troshin,['suicidxbladxs']
-23,Jean Grae,['Jackson_Joe']
-23,Paula Fernandes,['PbzSmith']
-23,Jack Marlow,['Jackson_Joe']
-23,Jovem Dex,['Jackson_Joe']
-23,Fort Minor,['PbzSmith']
-23,David Guetta,['PbzSmith']
-23,Shierro,['PbzSmith']
-23,Dreamcorp.,['suicidxbladxs']
-23,"Cult of Nihil, Soeth",['suicidxbladxs']
-22,The Microphones,"['suicidxbladxs', 'Marcelosgc1']"
-22,DJ Khaled,"['Jackson_Joe', 'PbzSmith']"
-22,Joshua Kyan Aalampour,"['PbzSmith', 'suicidxbladxs']"
-22,K'naan,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-22,Snoop Dogg,['Jackson_Joe']
-22,Repulsive,"['Jackson_Joe', 'suicidxbladxs']"
-22,Air Supply,"['PbzSmith', 'Marcelosgc1']"
-22,Dawid Podsiadło,['Jackson_Joe']
-22,PCN Boladão,['suicidxbladxs']
-22,Weezer,"['haimond', 'suicidxbladxs']"
-22,Os Cascavelletes,['Marcelosgc1']
-22,Roy Orbison,['PbzSmith']
-22,Léo Delibes,"['PbzSmith', 'suicidxbladxs']"
-22,Georges Bizet,"['PbzSmith', 'suicidxbladxs']"
-22,Oscar Peterson,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-22,Rock Danger,['OsvaldoMusicas']
-22,Ed Sheeran,['PbzSmith']
-22,Raquel dos Teclados,['suicidxbladxs']
-22,Louie Zong,"['Jackson_Joe', 'haimond', 'OsvaldoMusicas']"
-22,Maximum the Hormone,['PbzSmith']
-22,Spandau Ballet,"['Jackson_Joe', 'suicidxbladxs']"
-22,佐井好子,"['Jackson_Joe', 'Marcelosgc1']"
-22,Penelope Scott,"['PbzSmith', 'suicidxbladxs']"
-21,Spinning Plums,['Marcelosgc1']
-21,Mac Quayle,['Jackson_Joe']
-21,The Cardigans,['suicidxbladxs']
-21,Nicholas Britell,"['Jackson_Joe', 'suicidxbladxs']"
-21,Herbie Hancock,"['PbzSmith', 'haimond', 'OsvaldoMusicas']"
-21,Stephen Sanchez,"['PbzSmith', 'suicidxbladxs']"
-21,Dana and Alden,"['Jackson_Joe', 'OsvaldoMusicas']"
-21,DJ ZK3,['suicidxbladxs']
-21,jonnas heisenberg,['Jackson_Joe']
-21,XaneMusic,['suicidxbladxs']
-21,Pharmacist,['suicidxbladxs']
-21,Tomoko Aran,['Jackson_Joe']
-21,kurayamisaka,['Marcelosgc1']
-21,UWANOSORA,['Marcelosgc1']
-21,Jack Stauber's Micropop,['Marcelosgc1']
-21,Dmitri Shostakovich,"['PbzSmith', 'suicidxbladxs']"
-21,Miles Davis Quintet,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-21,Hikaru Utada,['Jackson_Joe']
-21,Knocked Loose,['OsvaldoMusicas']
-21,ITZY,['OsvaldoMusicas']
-21,Detahjae,['OsvaldoMusicas']
-21,Djonga,['OsvaldoMusicas']
-21,MC Koringa,['PbzSmith']
-21,Unknown Brain,['PbzSmith']
-21,Sting,['suicidxbladxs']
-21,Teruyuki Nobuchika,['suicidxbladxs']
-21,Taio Cruz,['PbzSmith']
-21,Thomas Zwijsen,['PbzSmith']
-21,Hohyun,['suicidxbladxs']
-21,Jaehyun,['suicidxbladxs']
-21,Matthew Halsall,"['Jackson_Joe', 'PbzSmith']"
-21,Garbage,['PbzSmith']
-21,Jennifer Lopez,['PbzSmith']
-21,Lady Gaga,['PbzSmith']
-21,Die Verbannten Kinder Evas,['suicidxbladxs']
-21,Bloodbath,['suicidxbladxs']
-21,Nova,['suicidxbladxs']
-21,Voodoo Church,['suicidxbladxs']
-21,Three 6 Mafia,"['Jackson_Joe', 'OsvaldoMusicas']"
-21,Capital Inicial,"['Jackson_Joe', 'PbzSmith']"
-20,"The Weeknd, Playboi Carti, Madonna",['suicidxbladxs']
-20,Car Seat Headrest,"['suicidxbladxs', 'Marcelosgc1']"
-20,tai tomisawa,"['Jackson_Joe', 'suicidxbladxs']"
-20,Shocking Lemon,['Jackson_Joe']
-20,Yg Rob,['Jackson_Joe']
-20,zoid land,['Jackson_Joe']
-20,graham de wilde,"['Jackson_Joe', 'PbzSmith']"
-20,Antent,"['Jackson_Joe', 'suicidxbladxs']"
-20,Rock 'n' Rollerz,['PbzSmith']
-20,TileKid,['suicidxbladxs']
-20,toddle,['Marcelosgc1']
-20,Passion Pit,['Jackson_Joe']
-20,Baltimora,"['Jackson_Joe', 'Marcelosgc1']"
-20,阿保剛,"['haimond', 'suicidxbladxs']"
-20,HanuMankind,"['Jackson_Joe', 'OsvaldoMusicas']"
-20,Stray Kids,['OsvaldoMusicas']
-20,Jordan Ward,['Jackson_Joe']
-20,Street Corner Renaissance,['OsvaldoMusicas']
-20,Powerplant,['Marcelosgc1']
-20,Joe Budden,['Jackson_Joe']
-20,Владимир Бунчиков,['suicidxbladxs']
-20,Oswaldo Montenegro,"['PbzSmith', 'suicidxbladxs']"
-20,Tayrone Cigano,['suicidxbladxs']
-20,Blanket,"['suicidxbladxs', 'OsvaldoMusicas']"
-20,Mr. Mister,"['Jackson_Joe', 'Marcelosgc1']"
-20,Shakira,['PbzSmith']
-20,Maroon 5,"['PbzSmith', 'OsvaldoMusicas']"
-20,Lifeless,['suicidxbladxs']
-20,Mütiilation,['suicidxbladxs']
-20,New Order,"['PbzSmith', 'Marcelosgc1']"
-20,Birdman,['Jackson_Joe']
-20,Two Door Cinema Club,['Jackson_Joe']
-20,Michael Sembello,"['Jackson_Joe', 'Marcelosgc1']"
-19,Miúcha,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs', 'Marcelosgc1']"
-19,Woody Jackson,['Jackson_Joe']
